# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 ElPotential
# 5 ElField_x
# 6 ElField_y
# 7 ElField_z
# 8 Polarization_x
# 9 Polarization_y
# 10 Polarization_z
# x Ec Ev ElPotential ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
71.7456 -0.00916438 -3.44677 2.73644 0.140382 0 0 -0.0151927 2.08532e-17 0.0247019 
72.0294 -0.00916437 -3.44677 2.73644 0.161503 0 0 -0.0151927 2.08532e-17 0.0247019 
72.3123 -0.00916437 -3.44677 2.73644 0.185725 0 0 -0.0151927 2.08532e-17 0.0247019 
72.5945 -0.00916436 -3.44677 2.73644 0.21349 0 0 -0.0151927 2.08532e-17 0.0247019 
72.8757 -0.00916436 -3.44677 2.73644 0.245303 0 0 -0.0151927 2.08532e-17 0.0247019 
73.1562 -0.00916435 -3.44677 2.73644 0.28174 0 0 -0.0151927 2.08532e-17 0.0247019 
73.4357 -0.00916434 -3.44677 2.73644 0.323457 0 0 -0.0151927 2.08532e-17 0.0247019 
73.7145 -0.00916433 -3.44677 2.73644 0.371196 0 0 -0.0151927 2.08532e-17 0.0247019 
73.9924 -0.00916432 -3.44677 2.73644 0.425807 0 0 -0.0151927 2.08532e-17 0.0247019 
74.2695 -0.00916431 -3.44677 2.73644 0.488252 0 0 -0.0151927 2.08532e-17 0.0247019 
74.5458 -0.00916429 -3.44677 2.73644 0.559626 0 0 -0.0151927 2.08532e-17 0.0247019 
74.8212 -0.00916428 -3.44677 2.73644 0.641173 0 0 -0.0151927 2.08532e-17 0.0247019 
75.0958 -0.00916426 -3.44677 2.73644 0.734304 0 0 -0.0151927 2.08532e-17 0.0247019 
75.3696 -0.00916424 -3.44677 2.73644 0.840622 0 0 -0.0151927 2.08532e-17 0.0247019 
75.6426 -0.00916421 -3.44677 2.73644 0.961945 0 0 -0.0151927 2.08532e-17 0.0247019 
75.9147 -0.00916418 -3.44677 2.73644 1.10034 0 0 -0.0151927 2.08532e-17 0.0247019 
76.1861 -0.00916415 -3.44677 2.73644 1.25813 0 0 -0.0151927 2.08532e-17 0.0247019 
76.4566 -0.00916412 -3.44677 2.73644 1.43798 0 0 -0.0151927 2.08532e-17 0.0247019 
76.7263 -0.00916407 -3.44677 2.73644 1.64288 0 0 -0.0151927 2.08532e-17 0.0247019 
76.9952 -0.00916403 -3.44677 2.73644 1.87623 0 0 -0.0151927 2.08532e-17 0.0247019 
77.2634 -0.00916397 -3.44677 2.73644 2.14188 0 0 -0.0151927 2.08532e-17 0.0247019 
77.5307 -0.00916391 -3.44677 2.73644 2.44417 0 0 -0.0151927 2.08532e-17 0.0247019 
77.7972 -0.00916384 -3.44677 2.73644 2.78803 0 0 -0.0151927 2.08532e-17 0.0247019 
78.0629 -0.00916376 -3.44677 2.73644 3.17902 0 0 -0.0151927 2.08532e-17 0.0247019 
78.3278 -0.00916367 -3.44677 2.73644 3.62341 0 0 -0.0151927 2.08532e-17 0.0247019 
78.5919 -0.00916357 -3.44677 2.73644 4.12832 0 0 -0.0151927 2.08532e-17 0.0247019 
78.8553 -0.00916346 -3.44677 2.73644 4.70175 0 0 -0.0151927 2.08532e-17 0.0247019 
79.1178 -0.00916332 -3.44677 2.73644 5.35274 0 0 -0.0151927 2.08532e-17 0.0247019 
79.3796 -0.00916318 -3.44676 2.73643 6.09152 0 0 -0.0151927 2.08532e-17 0.0247019 
79.6406 -0.00916301 -3.44676 2.73643 6.92959 0 0 -0.0151927 2.08532e-17 0.0247019 
79.9008 -0.00916281 -3.44676 2.73643 7.87992 0 0 -0.0151927 2.08532e-17 0.0247019 
