# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 ProbabilityDensity_4
# 7 ProbabilityDensity_5
# 8 ProbabilityDensity_6
# 9 ProbabilityDensity_7
# 10 ProbabilityDensity_8
# 11 ProbabilityDensity_9
# 12 ProbabilityDensity_10
# 13 ProbabilityDensity_11
# 14 ProbabilityDensity_12
# 15 eDensity
# 16 hDensity
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 ProbabilityDensity_4 ProbabilityDensity_5 ProbabilityDensity_6 ProbabilityDensity_7 ProbabilityDensity_8 ProbabilityDensity_9 ProbabilityDensity_10 ProbabilityDensity_11 ProbabilityDensity_12 eDensity hDensity 
2.67677 1.1121e+06 1.1121e+06 1.00016e+06 1.00016e+06 1.53404e+06 1.53404e+06 203159 203159 1.14519e+06 1.14519e+06 336019 336019 36995.2 0 1.27861e+19 
2.77778 1.08714e+06 1.08714e+06 976752 976752 1.5802e+06 1.5802e+06 292727 292727 1.19038e+06 1.19038e+06 221992 221992 40640.3 0 1.25923e+19 
2.87879 1.06e+06 1.06e+06 952378 952378 1.61848e+06 1.61848e+06 394369 394369 1.23162e+06 1.23162e+06 127911 127911 43410 0 1.23838e+19 
2.9798 1.03066e+06 1.03066e+06 927058 927058 1.64825e+06 1.64825e+06 505502 505502 1.2685e+06 1.2685e+06 57748.9 57748.9 45161.6 0 1.21597e+19 
3.08081 999132 999132 900814 900814 1.66896e+06 1.66896e+06 623258 623258 1.30065e+06 1.30065e+06 14493.5 14493.5 45801.8 0 1.19191e+19 
3.18182 965436 965436 873671 873671 1.68015e+06 1.68015e+06 744555 744555 1.3277e+06 1.3277e+06 0.698353 0.698353 45292.4 0 1.16608e+19 
3.28283 929624 929624 845661 845661 1.68145e+06 1.68145e+06 866170 866170 1.34934e+06 1.34934e+06 14896.5 14896.5 43652.7 0 1.13837e+19 
3.38384 891773 891773 816819 816819 1.67261e+06 1.67261e+06 984819 984819 1.36527e+06 1.36527e+06 58529.2 58529.2 40959.7 0 1.10867e+19 
3.48485 851985 851985 787186 787186 1.65351e+06 1.65351e+06 1.09725e+06 1.09725e+06 1.37525e+06 1.37525e+06 128979 128979 37344.5 0 1.07688e+19 
3.58586 810392 810392 756807 756807 1.62415e+06 1.62415e+06 1.20032e+06 1.20032e+06 1.37908e+06 1.37908e+06 223120 223120 32986.8 0 1.04289e+19 
3.68687 767154 767154 725734 725734 1.58467e+06 1.58467e+06 1.29109e+06 1.29109e+06 1.37659e+06 1.37659e+06 336744 336744 28105.7 0 1.00662e+19 
3.78788 722460 722460 694022 694022 1.53537e+06 1.53537e+06 1.36693e+06 1.36693e+06 1.36769e+06 1.36769e+06 464730 464730 22949.6 0 9.68014e+18 
3.88889 676527 676527 661735 661735 1.47668e+06 1.47668e+06 1.42556e+06 1.42556e+06 1.3523e+06 1.3523e+06 601263 601263 17783.1 0 9.27052e+18 
3.9899 629602 629602 628939 628939 1.40919e+06 1.40919e+06 1.46515e+06 1.46515e+06 1.33045e+06 1.33045e+06 740084 740084 12873.5 0 8.83749e+18 
4.09091 581958 581958 595709 595709 1.33363e+06 1.33363e+06 1.4844e+06 1.4844e+06 1.30218e+06 1.30218e+06 874774 874774 8476.67 0 8.38164e+18 
4.19192 533893 533893 562122 562122 1.25087e+06 1.25087e+06 1.48255e+06 1.48255e+06 1.26762e+06 1.26762e+06 999044 999044 4823.63 0 7.90416e+18 
4.29293 485731 485731 528266 528266 1.16194e+06 1.16194e+06 1.45944e+06 1.45944e+06 1.22695e+06 1.22695e+06 1.10703e+06 1.10703e+06 2107.51 0 7.4068e+18 
4.39394 437815 437815 494234 494234 1.06798e+06 1.06798e+06 1.41554e+06 1.41554e+06 1.18043e+06 1.18043e+06 1.19358e+06 1.19358e+06 472.889 0 6.89194e+18 
4.49495 390509 390509 460127 460127 970229 970229 1.35193e+06 1.35193e+06 1.12838e+06 1.12838e+06 1.25448e+06 1.25448e+06 7.34032 0 6.36264e+18 
4.59596 344190 344190 426053 426053 870053 870053 1.27027e+06 1.27027e+06 1.0712e+06 1.0712e+06 1.2867e+06 1.2867e+06 735.919 0 5.82263e+18 
4.69697 299247 299247 392134 392134 768883 768883 1.17283e+06 1.17283e+06 1.00936e+06 1.00936e+06 1.28856e+06 1.28856e+06 2619 0 5.27631e+18 
4.79798 256072 256072 358501 358501 668210 668210 1.06236e+06 1.06236e+06 943416 943416 1.25978e+06 1.25978e+06 5553.6 0 4.72869e+18 
4.89899 215063 215063 325299 325299 569561 569561 942040 942040 874011 874011 1.20156e+06 1.20156e+06 9378.29 0 4.18537e+18 
5 176609 176609 292692 292692 474470 474470 815422 815422 801883 801883 1.11654e+06 1.11654e+06 13881.3 0 3.65247e+18 
5 176609 176609 292692 292692 474470 474470 815422 815422 801883 801883 1.11654e+06 1.11654e+06 13881.3 0 3.65247e+18 
5.1072 138873 138873 256445 256445 379215 379215 680789 680789 720139 720139 1.0111e+06 1.0111e+06 19901.8 0 3.092e+18 
5.22474 106775 106775 222515 222515 296833 296833 559104 559104 642611 642611 908364 908364 27798.5 0 2.58866e+18 
5.35362 80108.8 80108.8 191035 191035 227128 227128 451022 451022 569463 569463 809194 809194 38048.3 0 2.14261e+18 
5.49493 58516.6 58516.6 162110 162110 169538 169538 356822 356822 500820 500820 714419 714419 51245.3 0 1.75268e+18 
5.64988 41515.7 41515.7 135813 135813 123179 123179 276390 276390 436778 436778 624796 624796 68127.2 0 1.41647e+18 
5.81978 28532.1 28532.1 112188 112188 86900.8 86900.8 209229 209229 377409 377409 540986 540986 89606.2 0 1.13059e+18 
6.00607 18940.8 18940.8 91239.8 91239.8 59372.8 59372.8 154488 154488 322769 322769 463525 463525 116800 0 8.90855e+17 
6.21033 12107.3 12107.3 72939 72939 39173 39173 111024 111024 272896 272896 392809 392809 151063 0 6.92606e+17 
6.4343 7427 7427 57213.2 57213.2 24881.2 24881.2 77480.3 77480.3 227809 227809 329074 329074 193999 0 5.30938e+17 
6.67987 4356.02 4356.02 43948.6 43948.6 15162.8 15162.8 52376.9 52376.9 187496 187496 272389 272389 247451 0 4.00957e+17 
6.94914 2433 2433 32989.4 32989.4 8833.24 8833.24 34205.5 34205.5 151907 151907 222664 222664 313432 0 2.9797e+17 
7.24439 1288.48 1288.48 24141.7 24141.7 4899.66 4899.66 21517.6 21517.6 120940 120940 179653 179653 393940 0 2.17618e+17 
7.56812 643.935 643.935 17179.7 17179.7 2576.56 2576.56 12997.7 12997.7 94436 94436 142978 142978 490611 0 1.55961e+17 
7.92309 302.14 302.14 11855 11855 1278.51 1278.51 7513.21 7513.21 72166.8 72166.8 112151 112151 604073 0 1.09503e+17 
8.3123 132.358 132.358 7908.35 7908.35 595.579 595.579 4140.46 4140.46 53839.3 53839.3 86608.1 86608.1 732918 0 7.51943e+16 
